,name,date,rating,text
742,John plotz,4-Mar-24,5,i like it very much.
743,Ycc,9-Mar-24,5,good.
744,Adele C. Conway-Davis,1-Nov-23,4,"nice having my fav soda delivered. coke could lower the price a bit. i wish there was something besides plastic it could go in, since i don't have recycling here at the small complex. amazons aluminum can diet coke is to expensive. i just get the bottles for back up when i run out of grocery store can diet coke."
745,Sleep one ,30-Jan-24,5,like it size just right.
746,Kindle Customer,6-Jan-24,5,"amazon driver was so careful with them in this terrible weather. i appreiate that. diet coke is a treat. wish these bottles were not so expensive, but they are really good."
747,Amazon Customer,13-Dec-23,4,love diet coke however the shipping takes weeks!
748,Lsw,28-Jan-24,5,my favorite soda.
749,"chen, peng-shiow",4-Dec-23,4,orderred online and arrived on time. very convenient.
750,Ruby Bailey,3-Apr-24,3,love this.
751,Amber Hughes,11-Nov-23,5,"the one thing that i usually run out here in my household are cans or bottles of soda, diet soda. there aren't many places to do this, so when i found these, i was elated. the price was great, the taste is great, they weren't flat, and knowing this, i will happily buy these again. so thankful to have this option."
752,Girlygirl,12-Jan-24,5,i have on auto ship and delivery is usually delayed.my only complaint.
753,Steve in the Rockies,1-Jan-24,5,great value for diet coke fans. only con is slow delivery. so order early and you'll be happy.
754,spstack,16-Dec-23,5,good value considering what they charge at the grocery store. usually have to buy 4 12 packs to get a deal. these are brought every 2 weeks to my door!
755,Teresa B,1-Dec-23,5,"i get this for my mom, she can’t drink the full bottle and the lid keeps it carbonated for her. there’s no need to waste any pop."
756,Terah,22-Dec-23,5,i love diet coke. it's packaged for ease of travel.
757,Christian Dazz,24-Feb-24,3,really hard to open for thirst.
758,Sarah,17-Dec-23,5,"love, take a while to ship but besides that, no complaints."
759,Robert B. Campbell,3-Dec-23,5,i find it very convenient to have heavier items delivered. this is particularly true for things that i buy all the time.
760,RAJ,9-Nov-23,5,good flavor and taste .plastic bottles and handy and can carry easily anywhere without chance of breakage.taste and quality is always refreshing and tasty.
761,Lii,19-Dec-23,5,good.
762,LT.,4-Sep-23,5,i had to be able to say coke and ask for it myself. that was the rule in the house. been a loyal customer and look there is one on the table.. my favorite way to drink it is flat and cold.. mmmmmm with a andes cream dimint.
763,Shari Henry,10-Nov-23,5,wish you could get more at one time.
764,L. Yates,31-Oct-23,5,exactly as described and shown.
765,chris anderson,21-Oct-23,5,i wish they would use stevia.
766,Sunmi park,29-Oct-23,5,it’s affordable.
767,Mike J.,6-Oct-23,5,"classic diet coke taste, not pepsi huss!"
768,Kenneth E. Ferrari,13-Oct-23,5,great price. quick delivery.
769,Susan C,4-Apr-24,2,my subscription is for 3 six packs each month. i only received 1 six pack. update: have now received all ordered. thanks.
770,theweecoyote,6-Dec-22,5,"my husband is addicted to this stuff. there are certain meals that he must have a bottle of diet coke to help him wash down the food with. italian beef or a gyro require a bottle of this tasty elixir of the gods. oatmeal does not. a medium pizza alla vodka with sausage, peppers, onions and black olives needs a 2 little bottle before the pizza can be consumed. pasta e fagioli soup does not require diet coke. a big hunk of crusty italian bread is requested though...but all in all, a 12 pack of diet coke makes the weekly grocery list. personally, i like ginger ale."
771,Jennifer P. Khazem,30-Sep-23,5,good soda.
772,Karen Wiemers,22-Aug-23,5,i love it...you charged me for one but sent me four.
773,Misha Herrera,31-Aug-23,5,very refreshing my only guilty pleasure.
774,Bob,27-Oct-23,3,"great deal, received on time."
775,"Love it, Great buy.",18-Aug-23,5,freshness.
776,Heatherbrent,29-Mar-24,1,"i have been getting these diet coke bottles delivered for a few weeks hoping they would get better. they have not. the bottle are dirty, plastic is faded and the bottle barely makes that carbonation noise when opened meaning the taste is very flat. these seem like they were warehoused somewhere and they just found them and put them for sale on amazon because you would never see anything like this in a store. i cancelled my subscription and will just get these from the store from now on."
777,Committed to God,21-Feb-20,5,"i'm quoting from the internet here because you deserve the facts...""diet coke was introduced in 1982, and despite health concerns, the thank-god-it's-not-sugar-but-hopefully-aspartame-won't-kill-you beverage is doing better than ever.for many years diet coke held the title of the second most popular soda in the world (after regular coke) — more than 40% of colas were diet coke colas (this may have changed somewhat) — in a 2012 article by katie jm baker, she called it ""liquid crack"" (in jest of course) ...but in all seriousness, i believe it is still the one to beat, and potentially always will be. nothing is better than an ice-cold diet coke!tip: the bottled variety of diet coke is better by far than the cans... if the bottles are not available, i would rather wait to purchase - the difference is just that distinct, but of course the final decision is yours to make."
778,Cortnay Gray,12-Jan-24,2,about a month until the ones i was sent expire. if you are a quick consumer this probably doesn't matter.
779,Nora Lee,5-Oct-22,4,great product but you can find it less expensive in stores.
780,michelle garcia,24-Nov-23,2,i got this product and was excited because it was convenient / the price was good. but they expired 2 weeks after i got them :/ buyers beware.
781,M,28-Mar-23,5,good for the price!
782,R.JORDAN,23-Feb-23,5,better in some ways than nn-sugars.
783,AlbericM,17-Jan-23,3,"i buy this for my friends who like to mix it with their alcohol. they're happy, i'm happy. don't know why it's so hard to find the 2-liter bottles on amazon."
784,E Shapiro,24-Apr-22,4,rather have caffeine free. you seem to have a consistent problem with your coke inventory.
785,Terri K,29-Aug-23,2,i ordered a six pack of diet coke. i received in a very timely fashion and i appreciate it but the diet coke is flat probably not the best way to buy my soda.
786,Mary 35,9-Mar-24,1,"i always order 5 six packs every 3 weeks, lately i’ve been only getting 3. besides the fact that i don’t get the amount i requested most times i’m getting products that are extremely close to the expiration date."
787,Julia Gil,5-Oct-22,5,love the size bottle but too expensive now.
788,Jimbo,19-Jul-22,5,i know everyone likes pop. diet coke stands out among the rest.
789,Beth ,13-Nov-22,5,it's coke. standard.
790,joanna,3-Oct-22,5,like.
791,Katrina Louise,8-Aug-22,5,just like it should.
792,"Mike D., La Jolla",20-Jan-19,5,"people think i'm toying with death by drinking an entire bottle almost every day. for decades. but here i am feeling well and apparently cancer free according to my gastroenterologist. it's refreshing, tastes great, it won't make you obese like regular coke, and by all accounts it's non-carcinogenic. i'll be the first to know if i'm wrong about the latter point."
793,KA LaMesa,15-May-20,4,shortage of the cans of diet coke forced me to select this. same taste but it takes up a lot of room in the refrigerator.
794,JordyH77b,12-Apr-21,4,nice quality & supa crisp. diet coke for life homie.
795,Janice Scarborough,9-Aug-23,2,the drinks were very flat. and i was very disappointed.
796,Dann G.,29-Oct-23,2,tasted flat.
797,H20Lily,24-Jan-24,1,"from the thick plastic bottles to the taste, everything about this product is sketchy. it doesn't even taste like diet coke which i've drank for years. in fact, i had an allergic reaction after a couple sips. will never order again."
798,Don Trice,24-Jun-22,5,excellent.
799,Vickie J,28-Mar-21,5,i have been craving coke. so refreshing. hope coke doesn't mess with their diet. disappointed when the tweaked their diet lime.
800,Shopper,13-Mar-20,5,these are a good buy especially when you can get an additional percentage off. it is so convenient to have these bulkier items sent to my doorstep. love this size of bottle too!
801,Danielle,10-Jun-20,4,"i prefer diet pepsi, but there havent been any 2 liters lately. decent alternative."
802,Sean,3-Mar-21,5,"you should know what to expect. if you're a fan, you're a fan. if not, then beat it kid!"
803,Jay,2-Mar-21,5,addicted to diet coke. perfect sized bottle for on the go. imo diet coke is superior to diet pepsi.
804,Mbiker,13-Mar-24,1,"bought this a few times now because of low price, but tastes old."
805,Cal Ward,23-Feb-24,1,"best by date is jan 15, 2024.the diet coke is flat and tastes like tart sugar water."
806,Lisa Rastellini,3-Aug-21,5,great price and super refreshing!!!
807,Minké,2-Oct-23,1,this item doesn’t taste like the one i purchase at the grocery store. it has a weird salty flavor and is flat. no wonder it had a special price. it also has an expiration date which is in a few days. will not buy again.
808,Amazon Customer,7-Sep-23,1,"my diet coke sodas are all flat. no fizz or flavor and certainly,no great taste. deeply disappointed and feeling ripped off. i just got them the first week of september then,i noticed the expiration date of october,next month. you ought to be ashamed of selling products like this."
809,Teresa Faranda,31-Oct-20,5,diet coke is my favorite soft drink but it's disappearing lately. it's never in stock.
810,Raymond Norman,18-Jan-24,1,takes too long to ship and too long to arrive. not worth the extra cost. it's diet coke....how long can it possibly take to box and ship?
811,tripzz,23-Jun-20,5,this stuff can be habit forming . nothing goes better with whiskey or a cup of ice.
812,Gadget Girl,28-Mar-20,5,what can i say? diet coke in a bottle! works for me for on the go!
813,Mindy Hofstatter,26-Feb-24,1,product expired 3 weeks after delivery.
814,Roger W Lemons,14-Feb-24,1,tasted like plastic not worth the wait!!!
