name,date,rating,text
logan,24-Mar-24,4,Would be five stars since it’s the same price as Walmart but they’re usually just one week or so from the best by date.
Brenda Wagner,26-Mar-24,5,Cheaper than in the store. Delivered so I don't have to haul it.
Amber,27-Mar-24,5,As stated. The price is right and delivery is great
Celia Watson,30-Mar-24,5,Thank you.
mrpeace,20-Mar-24,5,Diet Coke is the nectar of the Gods
Matt,21-Mar-24,5,Awesome and delicious soda thanks
vbwinchester,15-Mar-24,5,"If you like coke, it's great. I would recommend."
Brandi F. ,19-Mar-24,5,Taste was good.
Allyson,13-Mar-24,5,Good value and flavor!
ashley,7-Mar-24,5,I snagged this at a good price. Cheaper than the stores.
Thomas,14-Feb-24,5,Diet Coke was a good deal so I decided to chance ordering it which I was a little hesitant on as I've order cans of pop before but it exploded but the bottles made it in perfect condition. Will be ordering again.
Bill Rihel,8-Mar-24,5,Good price
Joegolfer,22-Feb-24,5,Tastes great for a diet drink. The plastic bottles aren’t as good as glass but ten times better than cans.
John plotz,4-Mar-24,5,I like it very much
Ycc,9-Mar-24,5,Good
Adele C. Conway-Davis,1-Nov-23,4,"Nice having my fav soda delivered. Coke could lower the price a bit. I wish there was something besides plastic it could go in, since I don't have recycling here at the small complex. Amazons aluminum can Diet Coke is to expensive. I just get the bottles for back up when I run out of grocery store can Diet Coke."
Sleep one ,30-Jan-24,5,Like it size just right
Kindle Customer,6-Jan-24,5,"Amazon driver was so careful with them in this terrible weather. I appreiate that. Diet coke is a treat. Wish these bottles were not so expensive, but they are really good."
Amazon Customer,13-Dec-23,4,Love Diet coke however the shipping takes weeks!
Lsw,28-Jan-24,5,My favorite soda
"chen, peng-shiow",4-Dec-23,4,Orderred online and arrived on time. very convenient
Ruby Bailey,3-Apr-24,3,Love this
Amber Hughes,11-Nov-23,5,"The one thing that I usually run out here in my household are cans or bottles of soda, diet soda. There aren't many places to do this, so when I found these, I was elated. The price was great, the taste is great, they weren't flat, and knowing this, I will happily buy these again. So thankful to have this option."
Girlygirl,12-Jan-24,5,I have on auto ship and delivery is usually delayed.My only complaint.
Steve in the Rockies,1-Jan-24,5,Great value for Diet Coke fans. Only con is slow delivery. So order early and you'll be happy.
spstack,16-Dec-23,5,Good value considering what they charge at the grocery store. Usually have to buy 4 12 packs to get a deal. These are brought every 2 weeks to my door!
Teresa B,1-Dec-23,5,"I get this for my Mom, she can’t drink the full bottle and the lid keeps it carbonated for her. There’s no need to waste any pop."
Terah,22-Dec-23,5,I love Diet Coke. It's packaged for ease of travel.
Christian Dazz,24-Feb-24,3,Really hard to open for thirst
Sarah,17-Dec-23,5,"Love, take a while to ship but besides that, no complaints"
Robert B. Campbell,3-Dec-23,5,I find it very convenient to have heavier items delivered. This is particularly true for things that I buy all the time.
RAJ,9-Nov-23,5,Good flavor and taste .Plastic bottles and handy and can carry easily anywhere without chance of breakage.Taste and quality is always refreshing and tasty
Lii,19-Dec-23,5,Good
LT.,4-Sep-23,5,I had to be able to say Coke and ask for it myself. That was the rule in the house. Been a loyal customer and look there is one on the table.. my favorite way to drink it is flat and cold.. mmmmmm with a Andes cream dimint
Shari Henry,10-Nov-23,5,Wish you could get more at one time
L. Yates,31-Oct-23,5,Exactly as described and shown
chris anderson,21-Oct-23,5,I wish they would use stevia
Sunmi park,29-Oct-23,5,It’s affordable
Mike J.,6-Oct-23,5,"Classic Diet Coke taste, not Pepsi huss!"
Kenneth E. Ferrari,13-Oct-23,5,great price. quick delivery
Susan C,4-Apr-24,2,My subscription is for 3 six packs each month. I only received 1 six pack. Update: Have now received all ordered. Thanks.
theweecoyote,6-Dec-22,5,"My husband is addicted to this stuff. There are certain meals that he must have a bottle of Diet Coke to help him wash down the food with. Italian Beef or a Gyro require a bottle of this tasty elixir of the Gods. Oatmeal does not. A medium pizza alla vodka with sausage, peppers, onions and black olives needs a 2 little bottle before the pizza can be consumed. Pasta e Fagioli soup does not require diet coke. A big hunk of crusty Italian bread is requested though...But all in all, a 12 pack of Diet Coke makes the weekly grocery list. Personally, I like Ginger Ale."
Jennifer P. Khazem,30-Sep-23,5,Good soda
Karen Wiemers,22-Aug-23,5,I love it...you charged me for one but sent me four.
Misha Herrera,31-Aug-23,5,Very refreshing my only guilty pleasure.
Bob,27-Oct-23,3,"great deal, received on time"
"Love it, Great buy.",18-Aug-23,5,Freshness
Heatherbrent,29-Mar-24,1,"I have been getting these Diet Coke bottles delivered for a few weeks hoping they would get better. They have not. The bottle are dirty, plastic is faded and the bottle barely makes that carbonation noise when opened meaning the taste is very flat. These seem like they were warehoused somewhere and they just found them and put them for sale on Amazon because you would never see anything like this in a store. I cancelled my subscription and will just get these from the store from now on."
Committed to God,21-Feb-20,5,"I'm quoting from the internet here because you deserve the facts...""Diet Coke was introduced in 1982, and despite health concerns, the Thank-God-It's-Not-Sugar-But-Hopefully-Aspartame-Won't-Kill-You beverage is doing better than ever.For many years Diet Coke held the title of the second most popular soda in the world (after regular Coke) — more than 40% of colas were Diet Coke colas (this may have changed somewhat) — In a 2012 article by Katie JM Baker, she called it ""Liquid Crack"" (in jest of course) ...but in all seriousness, I believe it is still the one to beat, and potentially always will be. Nothing is better than an ice-cold diet coke!Tip: The bottled variety of Diet Coke is better by far than the cans... if the bottles are not available, I would rather wait to purchase - the difference is just that distinct, but of course the final decision is yours to make."
Cortnay Gray,12-Jan-24,2,About a month until the ones I was sent expire. If you are a quick consumer this probably doesn't matter.
Nora Lee,5-Oct-22,4,Great product but you can find it less expensive in stores.
michelle garcia,24-Nov-23,2,I got this product and was excited because it was convenient / the price was good. But they expired 2 weeks after I got them :/ buyers beware
M,28-Mar-23,5,Good for the price!
R.JORDAN,23-Feb-23,5,Better in some ways than nn-sugars
AlbericM,17-Jan-23,3,"I buy this for my friends who like to mix it with their alcohol. They're happy, I'm happy. Don't know why it's so hard to find the 2-liter bottles on Amazon."
E Shapiro,24-Apr-22,4,Rather have caffeine free. You seem to have a consistent problem with your coke inventory
Terri K,29-Aug-23,2,I ordered a six pack of diet Coke. I received in a very timely fashion and I appreciate it but the Diet Coke is flat probably not the best way to buy my soda.
Mary 35,9-Mar-24,1,"I always order 5 six packs every 3 weeks, lately I’ve been only getting 3. Besides the fact that I don’t get the amount I requested most times I’m getting products that are extremely close to the expiration date"
Julia Gil,5-Oct-22,5,Love the size bottle but too expensive now
Jimbo,19-Jul-22,5,I know everyone likes Pop. Diet coke stands out among the rest
Beth ,13-Nov-22,5,It's coke. Standard
joanna,3-Oct-22,5,Like
Katrina Louise,8-Aug-22,5,Just like it should.
"Mike D., La Jolla",20-Jan-19,5,"People think I'm toying with death by drinking an entire bottle almost every day. For decades. But here I am feeling well and apparently cancer free according to my gastroenterologist. It's refreshing, tastes great, it won't make you obese like regular Coke, and by all accounts it's non-carcinogenic. I'll be the first to know if I'm wrong about the latter point."
KA LaMesa,15-May-20,4,Shortage of the cans of Diet Coke forced me to select this. Same taste but it takes up a lot of room in the refrigerator
JordyH77b,12-Apr-21,4,Nice quality & supa crisp. Diet coke for life homie
Janice Scarborough,9-Aug-23,2,The drinks were very flat. And I was very disappointed.
Dann G.,29-Oct-23,2,Tasted Flat
H20Lily,24-Jan-24,1,"From the thick plastic bottles to the taste, everything about this product is sketchy. It doesn't even taste like Diet Coke which I've drank for years. In fact, I had an allergic reaction after a couple sips. Will never order again."
Don Trice,24-Jun-22,5,Excellent
Vickie J,28-Mar-21,5,I have been craving coke. So refreshing. Hope coke doesn't mess with their diet. Disappointed when the tweaked their diet lime.
Shopper,13-Mar-20,5,These are a good buy especially when you can get an additional percentage off. It is so convenient to have these bulkier items sent to my doorstep. Love this size of bottle too!
Danielle,10-Jun-20,4,"i prefer diet pepsi, but there havent been any 2 liters lately. decent alternative."
Sean,3-Mar-21,5,"You should know what to expect. If you're a fan, you're a fan. If not, then beat it kid!"
Jay,2-Mar-21,5,Addicted to Diet Coke. Perfect sized bottle for on the go. IMO Diet Coke is superior to Diet Pepsi.
Mbiker,13-Mar-24,1,"Bought this a few times now because of low price, but tastes old"
Cal Ward,23-Feb-24,1,"Best by date is Jan 15, 2024.The Diet Coke is flat and tastes like tart sugar water."
Lisa Rastellini,3-Aug-21,5,Great price and super refreshing!!!
Minké,2-Oct-23,1,This item doesn’t taste like the one I purchase at the grocery store. It has a weird salty flavor and is flat. No wonder it had a special price. It also has an expiration date which is in a few days. Will NOT buy again
Amazon Customer,7-Sep-23,1,"My diet coke sodas are all flat. No fizz or flavor and certainly,no great taste. Deeply disappointed and feeling ripped off. I just got them the first week of September then,I noticed the expiration date of October,next month. You ought to be ashamed of selling products like this."
Teresa Faranda,31-Oct-20,5,Diet Coke is my favorite soft drink but it's disappearing lately. It's never in stock.
Raymond Norman,18-Jan-24,1,Takes too long to ship and too long to arrive. not worth the extra cost. it's diet coke....how long can it possibly take to box and ship?
tripzz,23-Jun-20,5,this stuff can be habit forming . nothing goes better with whiskey or a cup of ice
Gadget Girl,28-Mar-20,5,What can I say? Diet Coke in a bottle! Works for me for on the go!
Mindy Hofstatter,26-Feb-24,1,product expired 3 weeks after delivery
Roger W Lemons,14-Feb-24,1,Tasted like plastic not worth the wait!!!
